skill_id,workload_id,skill_name,skill_type,proficiency_required,is_sunrise,is_sunset
SK-0527,WL-0115,financial reporting,current,80,False,False
SK-0528,WL-0115,automated reconciliation oversight,sunrise,50,True,False
SK-0529,WL-0116,excel,current,70,False,False
SK-0530,WL-0116,financial reporting,current,70,False,False
SK-0531,WL-0116,ERP systems,current,80,False,False
SK-0532,WL-0116,predictive analytics,sunrise,60,True,False
SK-0533,WL-0116,manual reconciliation,sunset,60,False,True
SK-0534,WL-0117,ERP systems,current,70,False,False
SK-0535,WL-0117,excel,current,60,False,False
SK-0536,WL-0117,audit,current,80,False,False
SK-0537,WL-0117,automated reconciliation oversight,sunrise,60,True,False
SK-0538,WL-0117,manual reconciliation,sunset,70,False,True
SK-0539,WL-0118,tax compliance,current,80,False,False
SK-0540,WL-0118,accounting principles,current,60,False,False
SK-0541,WL-0118,ERP systems,current,70,False,False
SK-0542,WL-0118,AI audit tools,sunrise,60,True,False
SK-0543,WL-0118,manual bookkeeping,sunset,60,False,True
SK-0544,WL-0119,audit,current,80,False,False
SK-0545,WL-0119,ERP systems,current,70,False,False
SK-0546,WL-0119,financial reporting,current,60,False,False
SK-0547,WL-0119,AI audit tools,sunrise,60,True,False
SK-0548,WL-0120,financial reporting,current,60,False,False
SK-0549,WL-0120,ERP systems,current,70,False,False
SK-0550,WL-0120,tax compliance,current,80,False,False
SK-0551,WL-0120,predictive analytics,sunrise,60,True,False
SK-0552,WL-0121,ERP systems,current,80,False,False
SK-0553,WL-0121,tax compliance,current,60,False,False
SK-0554,WL-0121,audit,current,70,False,False
SK-0555,WL-0121,AI-assisted analysis,sunrise,40,True,False
SK-0556,WL-0121,manual reconciliation,sunset,70,False,True
SK-0557,WL-0122,audit,current,80,False,False
SK-0558,WL-0122,excel,current,80,False,False
SK-0559,WL-0122,financial reporting,current,60,False,False
SK-0560,WL-0122,predictive analytics,sunrise,50,True,False
SK-0561,WL-0123,benefits administration,current,60,False,False
SK-0562,WL-0123,HR policy,current,70,False,False
SK-0563,WL-0123,HRIS management,current,60,False,False
SK-0564,WL-0123,people analytics,sunrise,50,True,False
SK-0565,WL-0123,manual report generation,sunset,60,False,True
SK-0566,WL-0124,benefits administration,current,70,False,False
SK-0567,WL-0124,HRIS management,current,60,False,False
SK-0568,WL-0124,employee relations,current,70,False,False
SK-0569,WL-0124,AI-assisted screening,sunrise,50,True,False
SK-0570,WL-0124,manual scheduling,sunset,50,False,True
SK-0571,WL-0125,HR policy,current,70,False,False
SK-0572,WL-0125,employee relations,current,70,False,False
SK-0573,WL-0125,recruitment,current,70,False,False
SK-0574,WL-0125,people analytics,sunrise,60,True,False
SK-0575,WL-0126,benefits administration,current,60,False,False
SK-0576,WL-0126,recruitment,current,70,False,False
SK-0577,WL-0126,training delivery,current,80,False,False
SK-0578,WL-0126,digital learning design,sunrise,50,True,False
SK-0579,WL-0127,HR policy,current,80,False,False
SK-0580,WL-0127,recruitment,current,60,False,False
SK-0581,WL-0127,training delivery,current,60,False,False
SK-0582,WL-0127,AI chatbot management,sunrise,60,True,False
SK-0583,WL-0128,HR policy,current,80,False,False
SK-0584,WL-0128,employee relations,current,60,False,False
SK-0585,WL-0128,HRIS management,current,80,False,False
SK-0586,WL-0128,people analytics,sunrise,50,True,False
SK-0587,WL-0128,manual scheduling,sunset,60,False,True
SK-0588,WL-0129,employee relations,current,60,False,False
SK-0589,WL-0129,benefits administration,current,80,False,False
SK-0590,WL-0129,training delivery,current,80,False,False
SK-0591,WL-0129,digital learning design,sunrise,50,True,False
SK-0592,WL-0130,HR policy,current,70,False,False
SK-0593,WL-0130,HRIS management,current,80,False,False
SK-0594,WL-0130,employee relations,current,70,False,False
SK-0595,WL-0130,digital learning design,sunrise,40,True,False
SK-0596,WL-0130,manual record keeping,sunset,50,False,True
SK-0597,WL-0131,recruitment,current,80,False,False
SK-0598,WL-0131,HR policy,current,60,False,False
SK-0599,WL-0131,HRIS management,current,70,False,False
SK-0600,WL-0131,AI chatbot management,sunrise,40,True,False
SK-0601,WL-0132,benefits administration,current,80,False,False
SK-0602,WL-0132,HR policy,current,70,False,False
SK-0603,WL-0132,recruitment,current,80,False,False
SK-0604,WL-0132,AI chatbot management,sunrise,60,True,False
SK-0605,WL-0133,benefits administration,current,80,False,False
SK-0606,WL-0133,HRIS management,current,60,False,False
SK-0607,WL-0133,training delivery,current,70,False,False
SK-0608,WL-0133,AI chatbot management,sunrise,50,True,False
SK-0609,WL-0133,manual record keeping,sunset,70,False,True
SK-0610,WL-0134,training delivery,current,80,False,False
SK-0611,WL-0134,recruitment,current,60,False,False
SK-0612,WL-0134,HR policy,current,70,False,False
SK-0613,WL-0134,AI-assisted screening,sunrise,40,True,False
SK-0614,WL-0134,manual report generation,sunset,50,False,True
SK-0615,WL-0135,employee relations,current,80,False,False
SK-0616,WL-0135,recruitment,current,70,False,False
SK-0617,WL-0135,training delivery,current,70,False,False
SK-0618,WL-0135,people analytics,sunrise,60,True,False
SK-0619,WL-0136,benefits administration,current,70,False,False
SK-0620,WL-0136,training delivery,current,80,False,False
SK-0621,WL-0136,employee relations,current,80,False,False
SK-0622,WL-0136,people analytics,sunrise,60,True,False
SK-0623,WL-0136,manual record keeping,sunset,60,False,True
SK-0624,WL-0137,recruitment,current,70,False,False
SK-0625,WL-0137,employee relations,current,70,False,False
SK-0626,WL-0137,HRIS management,current,80,False,False
SK-0627,WL-0137,AI-assisted screening,sunrise,50,True,False
SK-0628,WL-0138,HR policy,current,60,False,False
SK-0629,WL-0138,benefits administration,current,70,False,False
SK-0630,WL-0138,employee relations,current,80,False,False
SK-0631,WL-0138,digital learning design,sunrise,50,True,False
SK-0632,WL-0139,training delivery,current,80,False,False
SK-0633,WL-0139,benefits administration,current,70,False,False
SK-0634,WL-0139,HRIS management,current,70,False,False
SK-0635,WL-0139,people analytics,sunrise,40,True,False
SK-0636,WL-0140,HRIS management,current,70,False,False
SK-0637,WL-0140,HR policy,current,60,False,False
SK-0638,WL-0140,employee relations,current,70,False,False
SK-0639,WL-0140,people analytics,sunrise,60,True,False
SK-0640,WL-0140,manual report generation,sunset,50,False,True
SK-0641,WL-0141,benefits administration,current,80,False,False
SK-0642,WL-0141,HRIS management,current,80,False,False
SK-0643,WL-0141,training delivery,current,60,False,False
SK-0644,WL-0141,AI-assisted screening,sunrise,50,True,False
SK-0645,WL-0142,HRIS management,current,80,False,False
SK-0646,WL-0142,recruitment,current,70,False,False
SK-0647,WL-0142,HR policy,current,80,False,False
SK-0648,WL-0142,people analytics,sunrise,50,True,False
SK-0649,WL-0143,HR policy,current,60,False,False
SK-0650,WL-0143,employee relations,current,70,False,False
SK-0651,WL-0143,recruitment,current,70,False,False
SK-0652,WL-0143,AI chatbot management,sunrise,40,True,False
SK-0653,WL-0144,benefits administration,current,60,False,False
SK-0654,WL-0144,HR policy,current,80,False,False
SK-0655,WL-0144,employee relations,current,80,False,False
SK-0656,WL-0144,AI chatbot management,sunrise,60,True,False
SK-0657,WL-0144,manual scheduling,sunset,50,False,True
SK-0658,WL-0145,HRIS management,current,60,False,False
SK-0659,WL-0145,employee relations,current,60,False,False
SK-0660,WL-0145,training delivery,current,80,False,False
SK-0661,WL-0145,AI chatbot management,sunrise,60,True,False
SK-0662,WL-0146,recruitment,current,70,False,False
SK-0663,WL-0146,HRIS management,current,80,False,False
SK-0664,WL-0146,employee relations,current,70,False,False
SK-0665,WL-0146,AI chatbot management,sunrise,60,True,False
SK-0666,WL-0147,recruitment,current,60,False,False
SK-0667,WL-0147,HRIS management,current,70,False,False
SK-0668,WL-0147,HR policy,current,60,False,False
SK-0669,WL-0147,AI chatbot management,sunrise,60,True,False
SK-0670,WL-0147,manual record keeping,sunset,70,False,True
SK-0671,WL-0148,employee relations,current,80,False,False
SK-0672,WL-0148,training delivery,current,70,False,False
SK-0673,WL-0148,HRIS management,current,60,False,False
SK-0674,WL-0148,digital learning design,sunrise,50,True,False
SK-0675,WL-0148,manual record keeping,sunset,70,False,True
SK-0676,WL-0149,training delivery,current,70,False,False
SK-0677,WL-0149,recruitment,current,70,False,False
SK-0678,WL-0149,benefits administration,current,60,False,False
SK-0679,WL-0149,AI-assisted screening,sunrise,50,True,False
SK-0680,WL-0150,HRIS management,current,70,False,False
SK-0681,WL-0150,recruitment,current,70,False,False
SK-0682,WL-0150,training delivery,current,70,False,False
SK-0683,WL-0150,AI-assisted screening,sunrise,60,True,False
SK-0684,WL-0151,HR policy,current,60,False,False
SK-0685,WL-0151,benefits administration,current,80,False,False
SK-0686,WL-0151,recruitment,current,70,False,False
SK-0687,WL-0151,people analytics,sunrise,50,True,False
SK-0688,WL-0151,manual record keeping,sunset,60,False,True
SK-0689,WL-0152,recruitment,current,70,False,False
SK-0690,WL-0152,training delivery,current,80,False,False
SK-0691,WL-0152,HRIS management,current,80,False,False
SK-0692,WL-0152,people analytics,sunrise,60,True,False
